invoice_amount,days_until_due,previous_avg_delay,previous_late_payments,customer_invoice_count,customer_tenure_months,is_disputed,delay_days,source,is_delayed,risk_category
1639.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
965.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
277.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
12753.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
1275.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
1457.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
1093.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
445.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
31243.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
4736.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
729.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
3263.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
12303.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
386.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
11035.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
9159.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
3778.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
290.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
8553.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
141.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
965.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2171.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
482.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2312.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
3083.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1447.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2711.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1009.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1285.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2702.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
5137.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1344.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
6544.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
814.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
7912.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
15110.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
252.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
122.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
2728.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
244.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
965.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1575.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
6791.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
3891.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
965.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
894.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
4989.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2895.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
8865.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
6062.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
11641.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1538.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1052.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
4744.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
4744.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
2512.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
3628.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1522.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
188.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1447.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
451.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
464.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
897.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
6428.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
3071.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
829.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
4014.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
7075.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
156.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
210.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
552.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
828.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
828.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
1790.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
420.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
10465.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
705.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
45610.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
811.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
18717.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
9094.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2919.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1531.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
124.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
7679.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
21202.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
272484.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
20372.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
4491.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
262.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
6269.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1501.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
34643.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2466.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
3472.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
41663.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
4891.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2522.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
40718.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
122.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1047.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
12898.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
26604.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
13582.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
15981.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
237807.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
6791.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
358.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
27291.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1819.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
34580.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1214.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2108.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
33992.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
20444.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
9054.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
15363.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1501.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
19740.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
18109.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
11851.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
260211.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
24900.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
5401.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
47860.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
13582.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
868.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
43928.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
134.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
954.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
48681.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
560.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
17686.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
274421.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
428.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
14710.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
221752.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
225236.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
437.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
3372.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
85523.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
512647.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
2519.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
22294.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
803.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
792.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1403.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
29375.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
212744.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
13172.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
861.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
2320.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
5278.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
386.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1641.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1308.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
26282.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
5234.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
32958.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
7189.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
101.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
14550.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
27008.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
9012.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
302.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
21043.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
302.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
785.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
5259.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
1281.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
3607.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
109749.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
386.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
6854.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
85064.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
1047.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
118.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
9972.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
95660.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
4489.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
19981.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
25126.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
216849.0,5,0.10571791613722999,500,3935,120.0,0,1.0,EnterpriseERP_DS3,1,LOW
675.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1986.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
965.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
7475.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1131.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2104.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1499.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
99760.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2470.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1959.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
2065.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
3676.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
5989.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1065.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
6495.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
77263.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
9827.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
107727.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
965.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
1894.0,5,0.10571791613722999,500,3935,120.0,0,0.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
290.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
105927.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
2723.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
5516.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
4527.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
3281.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
733.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
7170.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
733.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
3949.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
8571.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
1808.0,5,0.10571791613722999,500,3935,120.0,0,-1.0,EnterpriseERP_DS3,0,LOW
17825.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
2895.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
5399.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
965.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
1224.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
3281.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
5368.0,5,0.10571791613722999,500,3935,120.0,0,-2.0,EnterpriseERP_DS3,0,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
649.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
122.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
100.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
1375.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
2264.0,5,0.10571791613722999,500,3935,120.0,0,2.0,EnterpriseERP_DS3,1,LOW
